IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
75,8.87,8.46,1,0,8,8,5,Yes
85,6.2,6.58,8,0,8,5,0,No
98,8.65,8.82,10,1,8,8,2,Yes
101,6.26,6.64,10,0,7,4,3,No
83,6.98,7.47,6,1,3,6,4,No
136,9.92,9.94,8,0,8,7,1,No
122,6.22,5.81,3,0,1,6,0,No
109,6.88,6.55,6,1,0,6,0,No
101,6.51,6.33,2,1,9,8,4,No
96,5.55,5.15,3,0,6,5,2,No
85,7.45,7.77,4,0,5,8,5,No
101,6.89,6.69,9,0,2,9,5,No
103,8.47,8.95,4,0,1,4,5,No
81,9.09,9.29,7,0,7,3,2,No
105,7.72,7.39,8,1,3,5,3,No
97,5.16,5.14,5,0,5,10,3,No
71,8.09,8.06,2,0,3,10,2,Yes
87,5.28,5.27,8,0,10,5,1,No
93,8.08,8.12,5,1,8,7,2,No
128,8.43,7.96,5,0,4,3,1,No
108,5.99,6.18,7,0,5,10,4,No
79,9.1,9.09,6,0,8,9,5,Yes
107,9.56,9.85,3,0,5,6,1,No
76,9.07,9.39,7,0,1,10,5,Yes
116,6.53,6.26,1,0,10,9,4,Yes
92,7.93,7.48,4,1,0,1,5,No
98,9.57,9.77,4,0,8,2,5,No
119,6.6,7.08,6,0,1,10,0,No
80,9.1,9.05,6,0,1,2,2,No
79,5.05,4.81,10,1,3,8,3,No
91,5.02,4.68,8,1,9,4,0,No
115,8.8,8.59,1,0,9,7,3,Yes
77,8.81,8.64,7,0,2,4,1,No
93,9.65,9.81,6,0,6,8,2,Yes
108,5.59,5.36,10,1,2,10,2,No
118,6.16,5.71,9,0,2,4,0,No
93,9.52,9.39,3,0,8,3,4,No
93,5.89,6.25,8,0,6,10,1,No
117,8.41,8.41,3,1,2,9,0,Yes
71,7.65,8.11,6,0,2,3,0,No
94,5.42,5.42,2,1,2,5,4,No
102,6.43,6.21,9,1,8,1,3,No
106,7.6,7.29,2,0,7,9,3,No
92,9.26,9.45,5,0,6,6,2,No
100,8.54,8.58,6,0,7,5,0,No
62,8.11,8.21,4,0,0,4,4,No
90,7.48,7.74,7,0,8,8,4,No
106,6.49,6.72,7,1,4,2,3,No
85,5.6,5.14,7,0,4,10,4,No
100,7.05,7.35,7,1,4,5,3,No
106,5.14,5.17,10,1,8,8,3,No
94,6.06,5.95,10,1,4,1,5,No
102,7.16,7.2,9,0,1,3,0,No
85,7.09,7.2,2,1,5,7,5,No
96,5.22,4.87,5,1,6,10,1,No
109,7.95,7.87,10,0,10,5,5,No
102,7.75,7.59,9,1,6,10,2,No
91,5.39,5.24,2,1,6,9,1,No
103,9.72,9.31,3,1,10,1,4,No
110,5.5,5.16,7,0,1,7,5,No
69,9.27,8.93,9,0,5,10,1,No
117,5.0,4.87,3,1,8,6,1,No
94,9.41,9.8,10,0,0,10,3,Yes
106,5.1,4.81,8,0,2,4,0,No
117,8.79,8.71,8,1,5,10,4,Yes
79,6.81,6.62,4,0,6,10,2,No
89,8.69,8.98,6,0,1,6,3,No
95,7.01,6.56,8,1,9,10,2,No
88,5.35,5.05,9,1,7,9,0,No
126,8.84,8.55,2,0,10,9,1,Yes
87,5.36,5.85,1,1,5,2,5,No
91,9.61,9.68,5,1,8,9,1,No
103,5.25,4.89,10,0,8,2,0,No
81,7.4,7.17,3,1,8,6,4,No
94,8.62,8.29,6,0,8,7,3,No
104,6.97,6.59,1,1,1,9,1,No
95,6.09,6.39,4,1,9,6,5,No
98,8.8,8.8,6,0,9,8,0,No
92,8.92,9.05,2,0,6,10,3,Yes
77,9.61,9.44,8,0,4,3,3,No
104,6.88,6.93,4,0,8,10,0,No
126,7.53,7.29,2,0,0,6,1,No
100,6.82,6.63,1,0,9,2,4,No
103,6.29,6.44,8,0,6,1,1,No
110,8.76,8.41,10,1,9,6,1,No
80,6.7,6.82,1,0,4,3,1,No
125,7.14,7.49,7,0,10,5,5,No
103,7.02,6.64,7,1,8,6,1,No
124,8.56,8.96,6,1,6,10,5,Yes
89,9.59,9.17,8,0,3,6,5,No
127,8.33,8.18,10,0,10,10,2,Yes
111,7.36,7.47,1,1,7,7,0,No
108,8.9,8.96,1,0,8,7,4,No
103,8.2,7.8,1,0,8,6,5,No
96,5.3,5.6,6,1,9,1,4,No
118,5.48,5.95,7,1,3,8,2,Yes
102,5.19,4.87,10,0,5,10,4,No
70,7.28,7.68,9,1,3,4,2,No
83,9.13,9.19,10,1,0,1,2,No
97,6.57,7.01,5,1,5,10,5,No
104,6.92,6.6,1,0,7,2,4,No
99,9.55,9.84,9,1,5,3,4,No
118,9.18,8.74,5,1,2,6,1,No
70,8.33,8.71,6,1,7,2,5,No
102,6.33,6.5,9,1,9,2,2,No
72,5.59,5.46,2,1,8,6,3,No
111,5.08,4.77,3,1,0,4,0,No
98,5.54,5.86,7,1,10,5,1,No
106,6.46,6.56,3,1,10,8,5,No
87,7.76,7.62,2,1,5,3,2,No
119,5.32,5.26,7,0,9,5,5,No
115,5.68,6.01,8,0,7,1,1,No
108,5.91,5.75,9,0,1,10,1,No
98,8.16,7.75,2,0,3,4,5,No
108,8.08,8.49,2,0,0,5,5,No
89,7.75,7.64,7,1,3,4,0,No
112,6.25,6.1,4,0,1,9,4,Yes
124,6.86,6.56,5,0,2,8,4,Yes
116,5.48,5.88,1,1,3,2,5,No
89,6.13,5.85,6,0,2,9,0,No
105,9.49,9.63,10,0,5,2,5,No
80,9.9,10.28,8,0,6,6,1,No
108,8.24,7.77,1,0,10,2,2,No
106,9.58,9.91,2,1,6,6,4,No
71,8.21,8.12,7,1,0,6,3,No
82,5.17,5.33,2,1,4,7,5,No
95,9.98,9.85,9,1,2,10,5,Yes
95,5.49,5.69,6,0,0,5,2,No
81,8.41,8.16,5,1,0,3,1,No
105,6.26,5.78,7,0,1,2,3,No
103,6.96,7.41,10,1,9,4,2,No
97,8.23,7.75,8,1,7,1,0,No
88,7.18,7.5,9,0,3,2,3,No
115,6.25,5.92,6,0,9,8,5,Yes
124,6.67,6.56,5,0,2,5,1,No
92,6.71,7.03,7,0,7,5,5,No
90,9.8,9.51,2,1,1,3,3,No
107,8.99,9.36,8,0,8,1,0,No
94,7.29,7.29,4,0,3,6,4,No
97,6.0,5.87,1,1,10,1,4,No
111,9.06,9.22,3,1,8,4,5,Yes
71,5.79,5.63,9,0,0,4,4,No
119,6.05,5.9,4,1,4,3,0,No
101,6.83,7.06,10,0,9,4,5,No
93,9.4,9.21,10,0,6,6,2,No
98,5.66,5.36,3,1,10,6,0,No
99,5.61,5.92,4,1,3,6,3,No
74,7.47,7.78,3,0,4,6,2,No
122,6.38,6.38,3,0,10,4,4,No
100,7.84,7.87,2,1,8,7,5,No
106,7.26,7.46,6,0,5,7,0,No
114,7.17,7.18,10,0,5,2,1,No
84,5.56,5.48,6,1,1,6,4,No
107,5.71,6.2,10,0,0,5,1,No
95,9.11,8.76,4,0,3,10,5,Yes
112,9.43,9.52,8,1,9,1,2,Yes
68,6.17,6.56,6,0,2,3,4,No
98,5.57,5.76,8,0,10,9,5,No
90,5.27,5.65,6,1,6,9,0,No
106,8.04,7.88,9,1,6,10,1,No
107,8.58,8.35,3,0,5,9,0,No
89,6.86,7.21,3,1,4,10,4,No
89,8.4,8.29,2,0,2,5,0,No
98,8.56,8.77,10,0,3,6,4,No
86,9.68,9.33,6,0,4,9,3,Yes
112,5.32,5.58,7,0,3,4,0,No
94,5.96,6.01,7,1,2,4,3,No
94,9.34,9.33,6,0,4,7,5,No
84,8.96,9.16,7,0,1,6,0,No
75,7.87,7.38,2,0,1,10,0,No
81,5.42,5.56,10,0,1,6,1,No
101,6.37,6.41,7,1,1,5,0,No
119,6.49,6.21,1,0,7,4,4,No
104,7.8,8.05,6,1,6,3,3,No
90,6.29,6.09,8,1,8,7,2,No
106,5.36,5.14,1,1,2,5,4,No
93,8.65,8.62,1,1,0,2,2,No
89,6.5,6.68,6,0,5,3,1,No
82,7.26,7.69,5,1,8,5,1,No
73,5.64,5.28,3,0,0,9,0,No
94,9.01,8.91,10,0,0,6,4,No
102,7.83,7.4,10,0,3,2,5,No
98,9.51,9.77,7,0,9,8,2,Yes
93,7.48,7.43,7,0,0,6,3,No
85,9.71,9.92,7,0,8,6,5,No
109,9.46,9.28,6,0,5,8,4,Yes
80,7.88,8.22,4,1,4,7,5,No
111,9.67,9.7,9,0,10,5,1,No
84,6.62,7.06,9,0,4,9,4,No
88,6.83,6.41,7,0,10,1,3,No
77,5.23,5.24,7,1,10,4,4,No
92,7.95,8.22,8,0,10,10,0,No
114,8.61,8.71,5,1,1,9,5,Yes
107,8.87,8.39,9,0,2,2,3,No
114,5.75,6.22,6,0,6,3,2,No
107,7.22,7.02,7,1,3,3,1,No
83,5.88,5.63,7,0,5,6,4,No
95,8.31,8.3,9,1,7,3,3,No
88,5.79,5.83,7,0,0,3,0,No
119,9.52,9.79,3,0,10,5,0,No
82,6.15,6.04,6,1,5,3,2,No
113,6.46,6.4,6,0,0,5,1,No
113,9.25,9.28,7,1,7,3,0,No
127,7.29,7.18,6,1,3,2,1,No
93,5.12,5.53,4,0,4,8,3,No
110,7.47,7.82,6,1,9,3,4,No
134,5.42,5.37,3,0,1,6,2,No
90,9.93,9.43,1,0,2,2,0,No
76,7.94,8.34,1,1,6,1,4,No
71,6.28,5.9,5,0,6,8,0,No
110,7.82,7.56,8,0,10,3,2,No
71,5.38,5.03,3,0,7,2,0,No
94,9.0,8.68,2,0,2,2,2,No
106,9.63,9.93,8,0,1,5,4,No
102,9.37,9.45,9,0,1,6,3,No
106,6.71,7.17,9,0,5,2,2,No
103,6.63,6.36,2,0,1,6,3,No
119,5.18,5.17,8,0,10,1,1,No
85,8.26,8.74,2,0,3,9,4,Yes
89,7.67,8.0,7,0,8,4,2,No
88,7.3,7.53,8,0,9,5,4,No
112,9.54,9.23,1,0,2,3,5,Yes
113,5.84,6.11,8,1,0,6,3,No
106,5.05,4.9,3,1,1,1,3,No
117,5.37,5.4,1,0,9,7,4,No
82,6.12,6.23,7,0,9,8,4,No
125,5.17,5.28,10,0,6,3,5,No
122,7.51,7.74,3,0,8,2,3,No
111,6.57,6.73,8,1,8,4,5,No
126,5.9,5.47,9,1,3,8,5,Yes
75,8.75,8.71,2,0,7,8,4,Yes
92,6.02,6.18,1,1,0,8,5,No
88,8.44,8.24,8,0,10,2,3,No
110,6.75,6.56,10,1,10,4,1,No
84,7.56,7.18,6,0,5,10,3,No
111,9.67,9.59,10,1,7,1,5,Yes
120,5.19,5.68,1,1,1,7,0,No
110,7.5,7.29,3,1,7,10,3,No
104,9.27,9.3,9,0,3,6,1,No
85,7.94,8.18,9,0,1,7,3,No
87,6.38,5.89,6,1,3,10,4,No
118,6.99,7.39,3,1,7,5,5,No
111,8.4,8.29,8,0,3,6,1,No
99,9.45,9.82,6,0,7,6,2,No
93,5.21,4.75,1,1,6,6,3,No
69,5.36,5.01,6,0,4,9,4,No
83,6.63,6.45,5,1,7,4,2,No
128,6.16,6.01,8,0,1,2,2,No
80,6.32,6.67,2,1,2,9,2,No
102,6.11,5.62,7,0,3,10,0,No
115,5.98,6.12,6,0,9,7,5,No
81,5.65,5.28,1,0,4,5,4,No
102,9.67,9.99,8,0,4,6,0,No
114,5.72,6.0,6,1,0,7,4,No
100,6.02,6.02,3,1,0,5,4,No
74,9.67,9.8,7,0,0,6,1,No
115,8.78,8.44,9,0,4,8,2,Yes
97,8.95,8.64,4,1,1,2,3,No
111,5.52,5.65,2,0,2,10,1,No
106,9.18,9.67,3,1,7,9,3,Yes
89,7.04,7.43,7,1,9,10,5,No
103,6.31,6.4,8,1,7,5,2,No
72,7.88,7.92,5,1,9,4,4,No
109,9.11,9.61,3,1,1,8,5,Yes
104,8.89,8.94,1,0,7,4,1,No
109,9.45,9.37,10,0,10,2,0,No
115,9.64,10.05,1,0,8,5,4,Yes
105,6.19,5.92,2,0,9,5,5,No
102,7.12,6.72,5,0,9,4,0,No
86,5.07,5.2,3,1,5,3,4,No
89,9.4,9.0,7,0,0,5,4,No
117,5.77,5.64,2,0,10,9,2,Yes
121,9.31,9.23,2,0,10,9,1,Yes
96,6.65,6.7,3,0,2,9,5,No
100,6.84,7.33,1,0,4,6,5,No
86,5.2,4.92,2,0,2,8,5,No
117,6.63,6.51,5,1,2,1,3,No
109,9.44,9.07,3,0,8,1,2,No
129,5.13,5.24,10,1,4,7,3,No
86,7.03,7.26,6,1,7,5,4,No
94,5.16,5.14,2,0,6,2,0,No
103,6.85,6.6,8,0,3,4,3,No
109,5.86,5.98,4,0,2,4,0,No
96,6.26,6.3,3,0,2,6,3,No
86,9.39,9.06,5,1,10,8,0,No
113,7.18,7.09,8,0,1,3,2,No
110,6.37,6.31,9,1,4,7,3,No
86,7.95,8.43,1,0,1,2,2,No
120,5.71,6.06,4,0,1,9,2,Yes
117,6.3,6.53,6,0,3,7,0,No
102,7.73,8.12,6,0,5,1,3,No
101,6.19,6.43,9,1,5,4,3,No
108,8.4,8.8,1,0,7,2,1,No
87,7.46,7.01,5,0,10,10,0,No
100,8.86,8.82,10,1,5,5,3,No
67,9.74,9.99,1,0,5,9,4,Yes
113,5.58,5.66,6,0,3,3,1,No
76,6.67,6.35,9,1,4,5,3,No
122,6.6,6.44,4,0,10,10,0,No
95,5.76,5.58,10,0,6,2,5,No
96,9.05,8.81,10,1,9,4,4,No
90,8.8,8.64,9,0,10,2,3,No
95,7.42,7.43,3,0,8,8,2,No
121,7.69,8.04,7,0,3,7,2,Yes
62,5.3,5.54,5,0,9,7,4,No
119,7.78,8.12,10,0,0,7,4,Yes
105,8.96,9.34,1,0,5,9,4,Yes
81,7.87,7.79,7,1,1,2,4,No
83,6.33,6.18,8,0,10,6,0,No
125,8.34,7.9,6,1,6,4,2,No
85,6.81,7.24,1,0,5,10,3,No
82,7.72,7.29,9,0,8,6,3,No
117,7.44,7.68,7,1,5,9,2,Yes
105,6.91,6.79,6,0,5,1,3,No
85,8.59,9.04,4,0,3,2,5,No
103,9.42,9.34,3,0,8,6,2,No
84,5.03,5.35,4,1,2,7,5,No
116,9.67,9.45,1,0,0,3,5,Yes
115,7.56,7.36,9,0,10,1,1,No
107,8.5,8.6,2,0,9,7,2,No
105,9.28,9.78,2,0,7,2,3,No
126,7.34,7.36,3,0,7,6,1,No
99,9.17,9.61,1,0,10,4,3,No
82,5.89,6.18,10,0,0,10,0,No
106,5.8,6.1,3,1,8,4,5,No
131,8.29,8.23,4,0,1,9,3,Yes
84,9.35,9.24,9,0,5,7,1,No
94,9.46,9.15,5,0,8,1,2,No
106,8.22,8.68,6,0,5,4,3,No
99,7.63,8.09,1,0,6,10,2,Yes
85,6.66,6.91,3,1,8,6,3,No
116,9.9,9.7,7,1,4,2,4,Yes
134,6.6,6.35,7,0,0,4,5,No
102,8.72,9.21,10,1,8,2,3,No
86,7.66,7.23,1,1,9,1,5,No
76,8.04,8.38,9,0,6,1,4,No
103,6.97,6.83,1,0,7,9,3,No
116,9.82,9.74,7,0,1,9,3,Yes
107,7.86,8.19,2,0,4,4,4,No
99,9.69,9.28,9,0,7,8,5,Yes
91,5.04,4.89,9,1,6,10,5,No
83,7.86,8.31,9,0,6,7,0,No
112,8.59,8.79,4,0,3,5,2,Yes
113,8.73,8.98,6,0,1,10,1,Yes
76,9.52,9.78,2,0,9,2,5,No
123,5.02,4.58,3,1,2,9,5,Yes
108,5.0,4.7,6,0,8,7,3,No
120,7.36,7.35,1,0,3,4,1,No
79,5.15,5.02,7,1,0,10,0,No
79,9.87,9.78,2,0,9,2,3,No
97,6.11,6.39,8,0,3,2,4,No
107,7.36,6.87,5,0,7,3,4,No
126,5.31,5.47,7,1,7,6,3,No
110,7.61,7.11,8,0,9,1,4,No
96,6.9,6.46,3,1,9,5,0,No
84,5.22,5.13,6,1,1,10,2,No
118,6.68,7.02,9,0,9,3,2,No
85,6.96,6.6,4,0,3,7,0,No
124,9.95,10.0,10,0,6,7,4,Yes
95,6.04,6.22,7,0,7,10,2,No
123,7.72,7.45,1,0,0,5,4,No
110,9.94,9.95,7,0,7,9,4,Yes
97,8.96,9.37,9,0,0,10,1,No
92,9.97,9.98,10,1,5,8,5,Yes
94,9.84,9.5,8,0,4,9,2,Yes
106,7.45,7.58,4,1,9,6,4,No
101,8.48,8.57,3,1,6,8,1,No
91,5.55,5.08,7,1,5,10,0,No
97,7.21,6.8,1,0,9,2,5,No
101,9.05,8.71,8,1,0,5,2,No
68,7.53,7.17,1,1,5,8,0,No
106,8.51,8.27,7,0,2,2,0,No
85,8.73,8.68,6,0,5,2,5,No
82,6.27,6.14,10,0,6,3,5,No
74,9.38,9.77,8,0,5,2,3,No
73,7.3,7.41,6,0,8,4,2,No
79,6.05,6.43,5,0,8,4,0,No
89,9.33,9.36,9,1,7,1,5,No
129,7.09,6.68,4,0,4,6,0,No
92,8.75,8.71,7,1,9,7,0,No
102,7.74,8.06,6,0,2,7,4,No
106,6.91,6.6,10,0,3,5,2,No
101,9.05,8.64,6,0,10,4,2,No
98,7.92,7.75,5,0,9,2,2,No
82,6.95,6.84,2,0,7,5,2,No
121,5.55,5.36,4,0,8,4,2,No
127,9.48,9.12,1,0,7,8,0,Yes
74,5.18,4.93,9,0,9,10,1,No
84,9.32,9.5,9,1,2,1,3,No
95,6.8,6.69,8,0,6,7,2,No
85,8.2,8.33,4,0,10,5,4,No
107,9.61,9.65,5,0,7,10,1,No
89,5.76,5.81,1,1,2,5,4,No
132,7.83,7.58,4,0,0,1,0,No
117,8.82,8.84,4,0,6,9,5,Yes
103,8.79,8.31,5,0,2,7,3,No
115,7.63,7.56,2,1,0,2,0,No
116,8.12,8.19,2,0,6,5,0,No
91,8.79,8.47,2,0,10,8,5,Yes
87,9.21,8.97,8,1,6,7,2,No
101,8.81,8.53,2,0,3,2,5,No
112,6.77,6.34,6,1,1,7,5,No
102,9.98,9.83,2,1,9,6,4,No
76,7.17,7.65,8,1,4,8,2,No
87,5.12,4.97,1,1,10,9,0,No
98,6.81,6.77,2,0,10,7,3,No
98,5.64,5.79,5,0,8,8,1,No
129,5.61,5.76,6,0,5,10,0,No
79,6.41,6.86,9,0,9,7,0,No
107,5.27,5.63,6,0,8,7,0,No
122,8.44,8.73,8,1,0,1,4,Yes
134,5.37,5.82,7,0,1,5,1,No
93,6.02,5.75,1,0,10,10,3,No
107,5.46,5.58,2,1,5,5,0,No
108,5.32,5.71,4,1,2,4,1,No
102,6.34,6.46,1,0,1,1,0,No
98,7.86,8.34,8,0,5,7,5,No
106,9.82,9.42,4,1,6,8,1,No
62,9.38,9.32,7,0,3,5,1,No
110,9.38,9.86,7,1,9,4,4,No
101,5.88,5.76,8,0,8,9,4,No
96,6.32,6.56,9,0,10,3,1,No
130,5.38,4.91,9,0,2,3,2,No
89,8.89,9.08,7,0,1,4,0,No
93,5.35,5.78,9,1,10,7,4,No
129,7.78,7.66,5,0,4,2,5,No
87,6.24,5.76,10,1,8,8,1,No
91,6.22,5.75,4,1,0,2,5,No
97,9.95,10.34,3,0,5,4,2,No
112,8.78,9.0,6,1,7,2,1,No
103,9.18,8.79,10,0,6,9,3,Yes
80,7.86,7.41,9,0,5,4,1,No
92,9.36,9.66,4,1,2,5,3,No
90,8.23,8.54,2,1,8,9,4,Yes
98,9.73,9.35,3,0,4,2,4,No
106,6.41,6.21,3,1,0,4,1,No
106,7.98,8.26,2,0,8,6,4,No
73,8.45,8.48,9,1,9,1,1,No
115,6.96,7.42,4,1,8,1,5,No
103,9.4,9.38,3,0,0,7,1,No
120,9.9,10.08,10,0,6,6,3,Yes
106,7.47,7.48,6,0,8,4,0,No
116,6.95,7.39,8,0,1,5,1,No
106,7.36,7.26,8,0,9,5,0,No
120,9.26,8.99,10,0,5,9,2,Yes
107,8.23,8.06,6,0,9,5,4,No
98,5.22,5.57,5,1,0,2,2,No
134,7.71,7.71,7,0,2,7,2,No
113,5.09,4.94,3,1,10,10,1,No
108,8.89,8.93,10,0,4,9,2,Yes
80,6.64,6.27,2,0,6,7,1,No
80,7.36,6.87,8,0,10,8,4,No
104,8.99,8.77,9,0,4,10,4,Yes
102,5.23,5.34,6,0,7,3,2,No
90,5.79,6.0,4,0,4,9,1,No
102,6.99,7.32,6,0,5,7,3,No
123,6.15,6.58,7,1,1,10,3,Yes
110,6.69,6.6,8,1,4,4,0,No
82,9.99,10.23,3,0,6,10,0,No
98,9.13,8.7,6,0,0,7,5,No
87,9.42,8.98,10,0,9,3,0,No
94,9.69,9.31,6,0,8,10,2,Yes
93,6.7,6.65,10,1,8,7,1,No
92,6.49,6.2,7,0,7,3,0,No
81,6.17,5.96,4,0,10,2,1,No
98,9.15,9.3,6,1,8,1,2,No
91,8.4,8.26,2,0,4,6,1,No
130,6.88,6.79,3,0,0,10,1,No
116,7.53,7.2,9,0,6,2,2,No
94,7.64,7.21,8,1,8,3,5,No
100,9.44,9.18,6,1,2,8,3,Yes
82,6.9,6.46,10,0,8,3,1,No
125,9.54,9.66,2,0,4,4,1,No
128,7.21,7.51,8,0,8,2,4,No
102,8.73,8.57,6,0,7,8,4,Yes
115,9.65,9.54,1,0,10,6,5,Yes
102,9.54,9.86,6,0,6,9,0,No
79,5.28,5.0,5,0,9,8,0,No
93,6.03,5.65,6,1,5,4,2,No
101,7.38,7.38,1,0,1,8,2,No
93,7.16,7.31,4,1,6,1,4,No
96,8.2,8.3,7,0,1,9,4,Yes
98,9.72,9.93,5,0,5,5,0,No
98,5.56,5.12,6,0,5,4,4,No
100,7.26,7.19,2,1,8,5,1,No
84,5.96,5.7,8,0,9,1,1,No
89,9.47,9.73,10,1,10,2,4,No
80,9.82,10.19,4,0,3,2,2,No
114,7.39,7.17,6,1,8,9,0,No
68,5.52,5.12,3,1,1,6,1,No
117,8.93,8.68,9,1,4,3,5,Yes
120,8.49,8.09,8,0,2,4,2,Yes
95,6.77,6.59,6,0,5,1,5,No
60,9.44,9.48,9,0,1,7,4,No
94,9.88,10.35,10,0,9,7,5,No
99,7.79,7.69,9,0,8,8,0,No
84,7.83,7.55,2,0,3,1,0,No
92,6.49,6.16,9,0,6,9,2,No
122,7.92,7.59,8,0,4,2,2,No
109,7.2,6.89,2,0,7,1,2,No
86,6.51,6.77,9,0,3,1,5,No
76,5.34,4.9,5,1,6,8,4,No
95,6.26,6.76,9,1,10,3,4,No
96,5.99,6.01,3,0,4,6,2,No
107,7.71,7.75,4,1,2,6,4,No
91,8.01,7.87,1,1,7,2,0,No
107,8.04,8.23,5,0,5,2,3,No
129,6.94,6.91,7,0,3,1,4,No
112,7.11,6.94,7,0,8,9,0,No
99,9.17,8.94,6,1,8,1,3,No
97,7.38,7.81,6,0,1,6,3,No
94,9.94,9.73,8,0,9,9,2,Yes
117,7.2,7.14,10,0,8,6,5,No
90,8.25,8.1,9,1,3,6,2,No
100,5.25,4.84,4,0,8,4,0,No
100,8.27,7.96,4,1,9,5,2,No
92,9.26,8.95,8,1,7,1,3,No
79,9.71,9.9,5,1,9,3,0,No
104,9.99,9.9,10,1,2,6,0,No
99,6.41,6.69,9,0,9,2,5,No
107,7.88,8.09,6,0,6,1,5,No
91,7.25,6.94,9,1,1,1,0,No
118,7.82,7.88,4,0,1,1,5,No
86,5.79,6.03,1,1,3,10,5,No
125,9.28,9.41,4,0,9,10,2,Yes
73,9.55,9.65,9,1,6,1,5,No
106,7.25,7.49,7,1,3,6,2,No
107,6.4,5.96,6,1,1,10,2,No
88,5.7,5.93,2,0,1,4,4,No
106,8.42,8.19,4,1,4,4,5,No
119,6.56,6.63,1,0,2,4,5,No
66,9.55,9.29,3,1,2,8,4,Yes
107,8.36,8.7,2,0,0,7,4,No
62,8.23,8.21,4,1,2,5,0,No
85,7.8,7.94,4,1,3,7,2,No
124,5.23,5.52,9,0,5,8,4,Yes
91,9.66,10.06,7,0,10,10,0,No
82,8.14,8.37,3,0,5,8,3,Yes
97,9.97,9.62,7,0,4,7,4,No
131,7.69,8.04,8,1,3,7,0,No
72,8.55,8.67,7,1,5,9,1,No
84,5.28,5.39,8,0,4,5,4,No
122,8.16,8.58,9,0,9,8,3,Yes
127,8.82,8.57,1,0,0,2,0,No
98,8.89,8.63,10,0,1,8,5,Yes
81,8.85,8.86,6,0,8,1,5,No
131,6.13,6.38,4,0,9,9,4,Yes
123,9.88,9.83,1,0,3,1,4,Yes
110,9.98,10.11,2,1,5,8,1,No
87,5.38,5.33,10,1,4,3,0,No
99,9.68,9.79,4,0,1,4,0,No
97,6.45,6.77,1,0,0,10,0,No
104,8.45,8.13,6,0,0,7,2,No
121,6.69,6.89,1,0,0,10,5,Yes
113,9.84,10.13,9,0,5,3,1,No
83,5.51,5.46,10,1,9,9,5,No
120,7.49,7.31,3,1,6,3,0,No
104,7.14,6.65,1,1,6,8,1,No
110,6.63,6.93,6,0,8,8,2,No
121,8.23,8.06,6,0,2,3,0,No
83,5.66,5.52,7,0,8,3,1,No
99,8.58,8.42,7,0,0,10,1,No
92,9.9,9.9,10,1,1,5,2,No
76,9.02,9.22,4,1,6,8,1,No
105,9.3,9.57,5,0,1,6,2,No
137,6.8,6.69,3,1,9,5,4,No
72,6.62,6.78,6,0,10,5,1,No
99,7.59,7.81,7,1,3,6,2,No
109,5.23,5.03,9,1,1,8,5,No
101,9.73,9.33,9,1,10,6,3,No
98,5.72,6.11,5,0,1,7,0,No
80,9.52,9.7,4,1,10,9,0,No
103,5.42,5.57,7,1,0,7,0,No
88,9.11,8.67,3,1,8,9,2,Yes
67,5.76,6.08,4,1,9,10,2,No
117,5.19,5.26,9,0,2,1,0,No
114,8.6,8.95,5,0,0,3,2,Yes
100,6.4,6.87,10,0,9,6,5,No
103,8.57,9.03,7,1,5,3,1,No
116,7.78,8.14,2,0,7,2,1,No
103,5.54,5.05,9,0,6,5,1,No
113,9.66,10.05,5,1,6,1,4,Yes
95,7.26,6.84,5,0,1,5,0,No
119,8.67,9.02,4,1,10,8,3,Yes
104,7.51,7.29,8,0,3,9,0,No
102,8.02,8.13,4,0,5,10,1,No
80,6.51,6.05,2,1,1,6,0,No
104,6.0,6.27,5,0,4,4,4,No
87,7.71,7.32,3,0,4,3,1,No
90,7.2,7.11,4,0,2,8,4,No
87,6.95,7.27,3,1,1,2,4,No
84,8.36,8.56,7,0,10,8,4,Yes
131,8.45,7.96,6,0,6,7,1,No
119,5.23,5.13,2,0,7,2,4,No
128,6.69,6.23,8,0,3,2,4,No
81,7.06,7.23,5,1,3,2,3,No
101,5.48,5.95,6,0,10,1,0,No
80,6.18,6.34,8,0,8,7,3,No
89,5.26,4.98,7,1,3,8,0,No
86,9.98,9.84,3,0,9,7,1,No
118,8.68,9.16,2,1,2,4,3,Yes
94,5.44,5.16,3,0,10,9,2,No
116,5.1,5.16,8,0,0,2,1,No
109,8.6,8.5,4,0,2,5,1,No
134,7.2,7.47,8,0,4,2,0,No
77,8.93,9.3,4,0,1,3,0,No
118,9.62,9.46,7,0,4,2,4,Yes
117,8.0,8.16,6,0,8,8,2,Yes
85,5.94,5.99,10,1,9,10,5,No
115,8.91,8.69,1,0,10,6,1,No
105,9.78,9.55,8,0,5,5,1,No
96,7.9,7.94,6,1,2,5,3,No
87,8.41,8.06,2,0,4,9,0,No
89,6.69,7.0,5,0,0,2,3,No
130,6.91,6.48,2,0,7,1,0,No
100,8.67,8.26,10,0,8,6,0,No
111,9.64,9.48,7,0,4,8,3,Yes
88,8.14,7.76,10,1,8,8,3,No
88,8.95,8.93,6,1,7,6,3,No
116,5.86,5.76,7,0,7,3,5,No
79,6.06,6.28,6,0,1,3,0,No
93,7.66,8.11,10,0,4,2,2,No
100,5.88,6.13,1,0,7,2,3,No
101,8.17,7.85,3,1,2,2,0,No
